Tweet,Target,Stance,Opinion Towards,Sentiment,first_cleaning_text,n_hashtags,hashtags,cleaned_text
"Woman's Heartbreaking Letter to Father of Baby She Aborted: ""I'm So Very Sorry - LifeNews. Please pray for the men hurt by abortion #SemST",Legalization of Abortion,AGAINST,EO,neg,"Woman's Heartbreaking Letter to Father of Baby She Aborted: ""I'm So Very Sorry - LifeNews. Please pray for the men hurt by abortion SemST",1,['SemST'],woman heartbreak letter father babi she abort i so veri sorri lifenew pleas pray men hurt abort semst
@BuhayIpaglaban Bullshit multiplied by bullshit is still bullshit. #SemST,Legalization of Abortion,AGAINST,WO,neg,Bullshit multiplied by bullshit is still bullshit. SemST,1,['SemST'],bullshit multipli bullshit still bullshit semst
"Why do people think it's ok to get an abortion...  What the fuck is wrong with you? What if your mom aborted you, you sick fuck! #SemST",Legalization of Abortion,AGAINST,EO,neg,"Why do people think it's ok to get an abortion... What the fuck is wrong with you? What if your mom aborted you, you sick fuck! SemST",1,['SemST'],whi peopl think ok get abort what fuck wrong what mom abort sick fuck semst
@JaxLeSigh @ProWomanChoice  ur not aware that using #NaturalFamilyPlanning will have d same effect as birth spacing? #SemST,Legalization of Abortion,AGAINST,WO,neg,ur not aware that using NaturalFamilyPlanning will have d same effect as birth spacing? SemST,2,"['NaturalFamilyPlanning', 'SemST']",ur not awar use naturalfamilyplan effect birth space semst
@JaxLeSigh @ProWomanChoice u dont know using #NaturalFamilyPlanning will not have the same effect as birth spacing? #SemST,Legalization of Abortion,AGAINST,EO,neg,u dont know using NaturalFamilyPlanning will not have the same effect as birth spacing? SemST,2,"['NaturalFamilyPlanning', 'SemST']",u dont know use naturalfamilyplan not effect birth space semst
@DaRealMonieLove or these dumb anti-abortion #showthetruth assholes who sit on Canadian streets with inaccurate disturbing pics! #SemST,Legalization of Abortion,FAVOR,EO,neg,or these dumb anti-abortion showthetruth assholes who sit on Canadian streets with inaccurate disturbing pics! SemST,2,"['showthetruth', 'SemST']",dumb anti abort showthetruth asshol sit canadian street inaccur disturb pic semst
AntiChoice laws say women can't make their own decisions  #SemST,Legalization of Abortion,AGAINST,EO,neg,AntiChoice laws say women can't make their own decisions SemST,1,['SemST'],antichoic law say women make decis semst
"So you're at the #rally4life? Tell me more about how #antichoice laws kill 47,000 women A YEAR! Very ""#prolife"" uh? #REpealThe8th #SemST",Legalization of Abortion,AGAINST,EO,neg,"So you're at the rally4life? Tell me more about how antichoice laws kill 47,000 women A YEAR! Very ""prolife"" uh? REpealThe8th SemST",5,"['rally4life', 'antichoice', 'prolife', 'REpealThe8th', 'SemST']",so ralli life tell antichoic law kill women a year veri prolif uh repealth th semst
it's not that i don't want to be at work. it's that i rather be asleep. #SemST,Legalization of Abortion,NONE,WO,neg,it's not that i don't want to be at work. it's that i rather be asleep. SemST,1,['SemST'],not want work rather asleep semst
@marcmaron @amyschumer @JuddApatow Are you a triceratops or tricerabottom? #arethosehornsyourewearing #SemST,Legalization of Abortion,NONE,WO,neg,Are you a triceratops or tricerabottom? arethosehornsyourewearing SemST,2,"['arethosehornsyourewearing', 'SemST']",are triceratop tricerabottom arethosehornsyourewear semst
@paigeymadisonn: 12. something you hate.  People who don't believe abortion should be kept safe and sterile. #SemST,Legalization of Abortion,FAVOR,EO,neg,12. something you hate. People who don't believe abortion should be kept safe and sterile. SemST,1,['SemST'],someth hate peopl believ abort kept safe steril semst
It is not Pro-Life if you ignore life of the pregnant woman; that includes physical/mental health.IsProLife #SemST,Legalization of Abortion,FAVOR,EO,neg,It is not Pro-Life if you ignore life of the pregnant woman; that includes physical/mental health.IsProLife SemST,1,['SemST'],it not pro life ignor life pregnant woman includ physic mental health isprolif semst
"@Cody_Fulk92 @ntfem @brettzawesome Actually, child-murder is far worse these days. We live in more savage times. #SemST",Legalization of Abortion,AGAINST,EO,neg,"Actually, child-murder is far worse these days. We live in more savage times. SemST",1,['SemST'],actual child murder far wors day we live savag time semst
.@JohnTory since when did Toronto become a weak city? Bullied by stone-age cab companies that block traffic illegally. #TO4Uber #SemST,Legalization of Abortion,NONE,WO,neg,.@JohnTory since when did Toronto become a weak city? Bullied by stone-age cab companies that block traffic illegally. TO4Uber SemST,2,"['TO4Uber', 'SemST']",johntori sinc toronto becom weak citi bulli stone age cab compani block traffic illeg to uber semst
I #DenounceHarper for refusing to include family planning in foreign aid even though spending $1 could save $6 #wherestheFP #SemST,Legalization of Abortion,FAVOR,EO,neg,I DenounceHarper for refusing to include family planning in foreign aid even though spending $1 could save $6 wherestheFP SemST,3,"['DenounceHarper', 'wherestheFP', 'SemST']",i denounceharp refus includ famili plan foreign aid even though spend could save wheresthefp semst
Looking forward to the protest today. I can't be there long but I hope my signs will. #Kingston #protesters #SemST,Legalization of Abortion,AGAINST,EO,pos,Looking forward to the protest today. I can't be there long but I hope my signs will. Kingston protesters SemST,3,"['Kingston', 'protesters', 'SemST']",look forward protest today i long i hope sign kingston protest semst
Our #TruthTour continues in #CarletonPlace as we show the graphic truth of abortion 2 traffic & pedestrians! #ShowTheTruth #onpoli #SemST,Legalization of Abortion,AGAINST,EO,neg,Our TruthTour continues in CarletonPlace as we show the graphic truth of abortion 2 traffic & pedestrians! ShowTheTruth onpoli SemST,5,"['TruthTour', 'CarletonPlace', 'ShowTheTruth', 'onpoli', 'SemST']",our truthtour continu carletonplac show graphic truth abort traffic pedestrian showthetruth onpoli semst
Pro-Choice=Pro-Life. Anti-Choice=Anti-Life. Don't play righteous when you're advocating the endangerment of women. #womensrights #SemST,Legalization of Abortion,FAVOR,EO,neg,Pro-Choice=Pro-Life. Anti-Choice=Anti-Life. Don't play righteous when you're advocating the endangerment of women. womensrights SemST,2,"['womensrights', 'SemST']",pro choic pro life anti choic anti life don play righteous advoc endanger women womensright semst
Would you rather have women taking dangerous concoctions to induce abortions or know they are getting a safe & legal one? #SemST,Legalization of Abortion,FAVOR,EO,neg,Would you rather have women taking dangerous concoctions to induce abortions or know they are getting a safe & legal one? SemST,1,['SemST'],would rather women take danger concoct induc abort know get safe legal one semst
I cannot believe there are still people in this century who opposed to women having rights over their own bodies! #disgusted #SemST,Legalization of Abortion,FAVOR,EO,neg,I cannot believe there are still people in this century who opposed to women having rights over their own bodies! disgusted SemST,2,"['disgusted', 'SemST']",i cannot believ still peopl centuri oppos women right bodi disgust semst
Societies that put to death the weak and vulnerable are more violent. #Nazis #streetgangs #Communists #AssistedSuicide #SemST,Legalization of Abortion,AGAINST,WO,neg,Societies that put to death the weak and vulnerable are more violent. Nazis streetgangs Communists AssistedSuicide SemST,5,"['Nazis', 'streetgangs', 'Communists', 'AssistedSuicide', 'SemST']",societi put death weak vulner violent nazi streetgang communist assistedsuicid semst
