Tweet,Target,Stance,Opinion Towards,Sentiment,first_cleaning_text,n_hashtags,hashtags,cleaned_text
"@BuhayIpaglaban @blueskies366 Remember that there is no ""murder"" involed in #abortion. I am #ProContraception for LESS #abortion. #SemST",Legalization of Abortion,AGAINST,EO,neg,"Remember that there is no ""murder"" involed in abortion. I am ProContraception for LESS abortion. SemST",4,"['abortion', 'ProContraception', 'abortion', 'SemST']",rememb murder invol abort i procontracept less abort semst
En route to Parnell Square for the rally for life!!  #everylifematters #SemST,Legalization of Abortion,AGAINST,EO,pos,En route to Parnell Square for the rally for life!! everylifematters SemST,2,"['everylifematters', 'SemST']",en rout parnel squar ralli life everylifematt semst
@FeministSpag @1310edhand @1310news we do care about the hurt inflicted upon preborn children through #abortion. #TruthTour #Ottawa #SemST,Legalization of Abortion,AGAINST,WO,neg,we do care about the hurt inflicted upon preborn children through abortion. TruthTour Ottawa SemST,4,"['abortion', 'TruthTour', 'Ottawa', 'SemST']",care hurt inflict upon preborn children abort truthtour ottawa semst
Our #TruthTour cont' in the @CityOttawa as we show the humanity of the unborn & inhumanity of abortion! #cdnpoli #Ottawa #onpoli #SemST,Legalization of Abortion,AGAINST,EO,neg,Our TruthTour cont' in the as we show the humanity of the unborn & inhumanity of abortion! cdnpoli Ottawa onpoli SemST,5,"['TruthTour', 'cdnpoli', 'Ottawa', 'onpoli', 'SemST']",our truthtour cont show human unborn inhuman abort cdnpoli ottawa onpoli semst
"Lord Jesus,Touch my life with your saving power, heal and restore me to      fullnessof life. #SemST",Legalization of Abortion,AGAINST,WO,pos,"Lord Jesus,Touch my life with your saving power, heal and restore me to fullnessof life. SemST",1,['SemST'],lord jesus touch life save power heal restor fullnessof life semst
".@JessieLosch There is no such thing as a ""safe & alive"" abortion because every abortion that goes as intended leaves >= 1 dead #SemST",Legalization of Abortion,AGAINST,EO,neg,".@JessieLosch There is no such thing as a ""safe & alive"" abortion because every abortion that goes as intended leaves >= 1 dead SemST",1,['SemST'],jessielosch there thing safe aliv abort everi abort goe intend leav dead semst
"@BuhayIpaglaban @blueskies366 There is no ""#abortion"" involved in taking the pill honey. #womenshealth #abortifacient #fail #SemST",Legalization of Abortion,AGAINST,WO,neg,"There is no ""abortion"" involved in taking the pill honey. womenshealth abortifacient fail SemST",5,"['abortion', 'womenshealth', 'abortifacient', 'fail', 'SemST']",there abort involv take pill honey womenshealth abortifaci fail semst
@laurawrpie @ProWomanChoice d real question is. do u even research d side effects of abortion and contraceptives? #KnowYourFacts #SemST,Legalization of Abortion,AGAINST,EO,neg,d real question is. do u even research d side effects of abortion and contraceptives? KnowYourFacts SemST,2,"['KnowYourFacts', 'SemST']",real question u even research side effect abort contracept knowyourfact semst
Our #TruthTour continues in #CarletonPlace as we show the graphic truth of abortion 2 traffic & pedestrians! #ShowTheTruth #onpoli #SemST,Legalization of Abortion,AGAINST,EO,neg,Our TruthTour continues in CarletonPlace as we show the graphic truth of abortion 2 traffic & pedestrians! ShowTheTruth onpoli SemST,5,"['TruthTour', 'CarletonPlace', 'ShowTheTruth', 'onpoli', 'SemST']",our truthtour continu carletonplac show graphic truth abort traffic pedestrian showthetruth onpoli semst
There weren't any volunteers outside abortion clinic when she had her abortion bcs there aren't enough of us. Can you join us? 2/2 #SemST,Legalization of Abortion,AGAINST,EO,neg,There weren't any volunteers outside abortion clinic when she had her abortion bcs there aren't enough of us. Can you join us? 2/2 SemST,1,['SemST'],there volunt outsid abort clinic abort bcs enough us can join us semst
